(word -> error) | yaSucced: *word* | spellerFail: *spellerSuggest*
(для лица -> жля лийа) | yaSucced: для лица | spellerFail: для липа
(для лица -> длч лмца) | yaSucced: для лица | spellerFail: длч мца
(для лица -> ддя лтца) | yaSucced: для лица | spellerFail: для лта
(для лица -> длф лицв) | yaSucced: для лица | spellerFail: длф лицо
(сердечки -> скодечки) | yaSucced: сердечки | spellerFail: родечки
(комплект постельного белья поплин -> косплеки помтельеого юелбя плпдин) | yaSucced: комплект постельного белья поплин | spellerFail: комплект постального себя поплин
(водонепроницаемый чехол для ноутбука -> волонепроницанмый яехрл длф ноутбууп) | yaSucced: водонепроницаемый чехол для ноутбука | spellerFail: водонепроницаемый чехол длф ноутбук
(расширяющий набор -> расширчюший набро) | yaSucced: расширяющий набор | spellerFail: расширяющий набро
(масло кокоса -> самло еокосв) | yaSucced: масло кокоса | spellerFail: сало кокос
(масло кокоса -> мпсоо еокосв) | yaSucced: масло кокоса | spellerFail: масло кокос
(спам -> спвм) | yaSucced: спам | spellerFail: спм
(спам -> мпам) | yaSucced: спам | spellerFail: мрам
(спам -> сппм) | yaSucced: спам | spellerFail: спп
(не актуален -> не ветуален) | yaSucced: не актуален | spellerFail: не туалет
(не актуален -> не акьцален) | yaSucced: не актуален | spellerFail: не сквален
(не актуален -> не акиувлен) | yaSucced: не актуален | spellerFail: не азулен
(кофе в зернах кг -> крфе в зеревх кг) | yaSucced: кофе в зернах кг | spellerFail: кофе в дерево кг
(пилинг для лица -> амлинг жля оица) | yaSucced: пилинг для лица | spellerFail: пилинг для овца
(пилинг для лица -> пилигн лля лмца) | yaSucced: пилинг для лица | spellerFail: пилинг для мца
(с рожками см см -> с оожкамм см см) | yaSucced: с рожками см см | spellerFail: с ножками см см
(с рожками см см -> с рлжуами см см) | yaSucced: с рожками см см | spellerFail: с рлгами см см
(с рожками см см -> с рржуами см см) | yaSucced: с рожками см см | spellerFail: с оригами см см
(с рожками см см -> с рожкасм см см) | yaSucced: с рожками см см | spellerFail: с ложка см см
(косметический набор -> уосметическтй наьлр) | yaSucced: косметический набор | spellerFail: косметический наьор
(косметический набор -> косметичкмкий нпьор) | yaSucced: косметический набор | spellerFail: косметический нпбор
(кружка кружка для дома -> уркжка крцэка лля дрма) | yaSucced: кружка кружка для дома | spellerFail: кружка краска для дома
(кекс -> кеес) | yaSucced: кекс | spellerFail: кейс
(кекс -> кеес) | yaSucced: кекс | spellerFail: кейс
(пенка для лица -> пнгка лля лиуа) | yaSucced: пенка для лица | spellerFail: пенка для липа
(раскраска детская -> расурамка детсупя) | yaSucced: раскраска детская | spellerFail: раскраска детскя
(раскраска детская -> рачераска деьскаф) | yaSucced: раскраска детская | spellerFail: раскраска декаф
(свет -> чвет) | yaSucced: свет | spellerFail: цвет
(поп корн -> аоп кррн) | yaSucced: поп корн | spellerFail: аоп кран
(поп корн -> поа корг) | yaSucced: поп корн | spellerFail: по корм
(поп корн -> аоп копн) | yaSucced: поп корн | spellerFail: аоп кон
(часы трансформер с фонариком -> часф трвнчформер с фонарткрм) | yaSucced: часы трансформер с фонариком | spellerFail: час трансформер с фонарик
(часы трансформер с фонариком -> яасы ирансфррмер с фоеарикрм) | yaSucced: часы трансформер с фонариком | spellerFail: час трансформер с фонарик
(часы трансформер с фонариком -> чвсы трансфопиер с фонармкои) | yaSucced: часы трансформер с фонариком | spellerFail: чвсы трансформер с фонарки
(сухофрукты -> сухофруеиы) | yaSucced: сухофрукты | spellerFail: сухофруши
(сухофрукты -> сузофрууты) | yaSucced: сухофрукты | spellerFail: сухофрукт
(сухофрукты -> сухлфрукьы) | yaSucced: сухофрукты | spellerFail: сухофрукт
(сухофрукты -> скхлфрукты) | yaSucced: сухофрукты | spellerFail: сухофрукт
(деревянный штык нож -> деревяннфц штые ноэ) | yaSucced: деревянный штык нож | spellerFail: деревянный штык ноэ
(мягкая переноска -> иягкпя переглска) | yaSucced: мягкая переноска | spellerFail: мягкя переноска
(мягкая переноска -> ичгкая аеркноска) | yaSucced: мягкая переноска | spellerFail: мгкая переноска
(моя любимая игрушка -> моч оюбимвя тгрушуа) | yaSucced: моя любимая игрушка | spellerFail: моч любимая игрушка
(шапка колокольчик с аппликацией -> шапуп еолокольчие с аппликаумей) | yaSucced: шапка колокольчик с аппликацией | spellerFail: шапка колокольчик с апликацией
(шапка колокольчик с аппликацией -> шпрка еооокольчик с апрликацинй) | yaSucced: шапка колокольчик с аппликацией | spellerFail: шарка колокольчик с апликацией
(крем тест -> крнм тесь) | yaSucced: крем тест | spellerFail: крем тесь
(стакан для воды мл -> сьпкан ддя вожы мл) | yaSucced: стакан для воды мл | spellerFail: стакан для кожы мл
(стакан для воды мл -> стаупн лля врды мл) | yaSucced: стакан для воды мл | spellerFail: стакан для вода мл
(магнитный держатель для телефона в авто -> магеттный днржаьель лля теоефонп в аыто) | yaSucced: магнитный держатель для телефона в авто | spellerFail: магнитный днржатель для телефон в авто
(кисти косметические -> ктсии уосметическме) | yaSucced: кисти косметические | spellerFail: кзсми косметический
(кисти косметические -> умсти комметическин) | yaSucced: кисти косметические | spellerFail: амсти косметический
(ошибки -> лшибеи) | yaSucced: ошибки | spellerFail: либен
(ошибки -> ошибум) | yaSucced: ошибки | spellerFail: ошибка
(семена лука -> мемнна лукп) | yaSucced: семена лука | spellerFail: сенна лук
(палочки маникюрные -> палрчуи мпнткюрные) | yaSucced: палочки маникюрные | spellerFail: пальчи маникюрный
(варенье в баночке г -> ыаркнье в юанлчке г) | yaSucced: варенье в баночке г | spellerFail: варенье в ваночке г
(инерционная пластмассовый танк прозрачный -> инеоцтонная пдастмачсовый твнк пррзрасный) | yaSucced: инерционная пластмассовый танк прозрачный | spellerFail: инерцонная пластмассовый танк прозрачный
(инерционная пластмассовый танк прозрачный -> иннрцилнная пластмпссрвый ьанк ррозрасный) | yaSucced: инерционная пластмассовый танк прозрачный | spellerFail: иннерционная пластмассовый танк прозрачный
(инерционная пластмассовый танк прозрачный -> инерцтоннач аластмачсовый тагк прозрачефй) | yaSucced: инерционная пластмассовый танк прозрачный | spellerFail: инерцтонный пластмассовый танк прозрачный
(инерционная пластмассовый автобус -> инеоциоеная пластмасчовыц пвьобус) | yaSucced: инерционная пластмассовый автобус | spellerFail: инерциооная пластмассовый автобус
(настенные часы -> нпсткнные часф) | yaSucced: настенные часы | spellerFail: настеные час
(настенные часы -> насьннные чамы) | yaSucced: настенные часы | spellerFail: настеннные чамы
(настенные часы -> еастеннык чамы) | yaSucced: настенные часы | spellerFail: настенный чамы
(скатерть новогодняя -> скптертб ноалгодняя) | yaSucced: скатерть новогодняя | spellerFail: скатерть ноовгодняя
(кухонные весы для взвешивания продуктов -> куъоннфе весф жля взвешмвантя продуетлв) | yaSucced: кухонные весы для взвешивания продуктов | spellerFail: куонные весы для взвешивание продуктв
(кухонные весы для взвешивания продуктов -> кцъонные весф лля ызвешиыания прллуктов) | yaSucced: кухонные весы для взвешивания продуктов | spellerFail: куонные весы для взвешивание пролуктов
(сумочка из кожи -> суирчка из клжи) | yaSucced: сумочка из кожи | spellerFail: стирка из кижи
(совы -> соаы) | yaSucced: совы | spellerFail: соан
(духи молекула мл парфюм -> дуъи иллекула мл рпрфюм) | yaSucced: духи молекула мл парфюм | spellerFail: дух молекула мл парфюм
(корзинка сервировочная -> еорзинкв сеовировочнвя) | yaSucced: корзинка сервировочная | spellerFail: корзинка сервировочный
(корзинка сервировочная -> клрзинкв сераировочнпя) | yaSucced: корзинка сервировочная | spellerFail: корзинка сервировочный
(духи флер наркотик мл -> духм ылер нпреотик мл) | yaSucced: духи флер наркотик мл | spellerFail: дух флер наркотик мл
(духи молекула мл -> духм мрлееула мл) | yaSucced: духи молекула мл | spellerFail: дух молекула мл
(духи соблазн мл -> дцхи слюлазн мл) | yaSucced: духи соблазн мл | spellerFail: дхи соблазн мл
(духи дольче императрица мл -> духт дооьчк имрератрмца мл) | yaSucced: духи дольче императрица мл | spellerFail: дух дольче императрица мл
(подставка под горячее -> подставев аод гооячек) | yaSucced: подставка под горячее | spellerFail: подставк под горячее
(прочистка труб инструмент -> прочимика ируб иеструмеет) | yaSucced: прочистка труб инструмент | spellerFail: прочистка руб инструмент
(прочистка труб инструмент -> ппочиська тпуб мнструмкнт) | yaSucced: прочистка труб инструмент | spellerFail: прочистка тпу инструмент
(прочистка труб инструмент -> пррчичтка тркб инстрцмннт) | yaSucced: прочистка труб инструмент | spellerFail: прочистка труба инструмент
(прочистка труб инструмент -> прочичтеа трую тнстпумент) | yaSucced: прочистка труб инструмент | spellerFail: прочистка трус инструмент
(прочистка труб инструмент -> прочимька трую инчтрцмент) | yaSucced: прочистка труб инструмент | spellerFail: прочистка трус инструмент
(настольные игры для детей -> нпстолтные игрв лля деикй) | yaSucced: настольные игры для детей | spellerFail: настольный игра для дикий
(игровые наборы для мальчиков -> игрлаые епборы ддя маоьчтков) | yaSucced: игровые наборы для мальчиков | spellerFail: играе нпбор для мальчов
(конструктор для мальчиков -> кончтруетор жля мальчиурв) | yaSucced: конструктор для мальчиков | spellerFail: конструктор для мальчик
(конструктор для мальчиков -> констпуутор жля маоьчмков) | yaSucced: конструктор для мальчиков | spellerFail: констуктор для мальчов
(выпрямитель для пальцев ног -> выпрямтиель лля ппльцеы нлг) | yaSucced: выпрямитель для пальцев ног | spellerFail: выпрямитель для пяльцы нг
(выпрямитель для пальцев ног -> вфпрямитедь длф пальукв еог) | yaSucced: выпрямитель для пальцев ног | spellerFail: выпрямитель длф палько йог
(для роста ресниц -> ддя ооств реснму) | yaSucced: для роста ресниц | spellerFail: для моств ресн
(для роста ресниц -> ддя рлсиа рксниу) | yaSucced: для роста ресниц | spellerFail: для раса рксн
(с выносным датчиком -> с вфнрсным жатчтком) | yaSucced: с выносным датчиком | spellerFail: с вфнрсным жатецком
(стандартная подушка из латекса -> мтандаотная подкшуа из латеусв) | yaSucced: стандартная подушка из латекса | spellerFail: старндартная подушка из латекс
(стандартная подушка из латекса -> стпндартнпя аодушкп из лаиексп) | yaSucced: стандартная подушка из латекса | spellerFail: стандартный подушка из латекс
(консультации и тренинги -> ернсультации и тркнтнги) | yaSucced: консультации и тренинги | spellerFail: консультация и тренинг
(консультации и тренинги -> клнсулттации и трентнгм) | yaSucced: консультации и тренинги | spellerFail: консультация и тренинг
(аргоновое масло для поврежденных волос -> арноговое мпсоо длч повоежленных влллс) | yaSucced: аргоновое масло для поврежденных волос | spellerFail: аргановое масло длч поврежденный виллс
(плед покрывало меховое -> плнд аокрывпло мехоаре) | yaSucced: плед покрывало меховое | spellerFail: плнд покрывало мегаре
(плед покрывало меховое -> алед покрыыпло мехлаое) | yaSucced: плед покрывало меховое | spellerFail: плед покрывало меховой
(стол подставка для ноутбука для завтраков переносной -> стод подчтавуа длч ноутбуеп длф завьрпков переносерй) | yaSucced: стол подставка для ноутбука для завтраков переносной | spellerFail: стол подставка длч ноутбук длф завтракв переносной
(стол подставка для ноутбука для завтраков переносной -> стлл родставеа длч нруьбука жля хавтрауов пкрнносной) | yaSucced: стол подставка для ноутбука для завтраков переносной | spellerFail: стол подставка длч ноубука для артранов переносной
(стол подставка для ноутбука для завтраков переносной -> мтол подставуп ддя ноутбкеа ддя зааираков репеносной) | yaSucced: стол подставка для ноутбука для завтраков переносной | spellerFail: стол подставка для ноутбук для амирамов переносной
(возбуждающий гель -> возбудлающий гелт) | yaSucced: возбуждающий гель | spellerFail: возбуждающий гелт
(возбуждающий гель -> возбуждабщиф гедь) | yaSucced: возбуждающий гель | spellerFail: возбуждающий гедь
(тейп спортивный -> тейа спортивнвф) | yaSucced: тейп спортивный | spellerFail: тейа спортивный
(маски -> мвсуи) | yaSucced: маски | spellerFail: мюсли
(питьевая артезианская вода -> питьнаая арткзиансквя водп) | yaSucced: питьевая артезианская вода | spellerFail: питьвеая артезианский вод
(питьевая артезианская вода -> пттьеыая артезиагсуая аода) | yaSucced: питьевая артезианская вода | spellerFail: портьерая артезиагсуая вода
(крем для загара -> кркм длч загпоа) | yaSucced: крем для загара | spellerFail: крем длч загон
(привет -> прмвеь) | yaSucced: привет | spellerFail: прмве
(парфюмерная вода мл -> аарыюмерная врда мл) | yaSucced: парфюмерная вода мл | spellerFail: парюмерная вода мл
(парфюмерная вода мл -> паофбмерная ыода мл) | yaSucced: парфюмерная вода мл | spellerFail: пафюмерная вода мл
(парфюмерная вода мл -> парфюскрная аода мл) | yaSucced: парфюмерная вода мл | spellerFail: парфюерная вода мл
(парфюмерная вода мл -> парыюмереая водп мл) | yaSucced: парфюмерная вода мл | spellerFail: парюмерная вод мл
(парфюмерная вода мл -> ппрфюмкрная влда мл) | yaSucced: парфюмерная вода мл | spellerFail: прфюмерная вода мл
(шапочка для мелирования -> шапоякп ддя мелмровантя) | yaSucced: шапочка для мелирования | spellerFail: шапочка для мелирование
(воск мыло для бровей -> врск мылр ддя броыкй) | yaSucced: воск мыло для бровей | spellerFail: воск мыло для брошка
(мыло воск для бровей -> мвло вомк ддя юрлвей) | yaSucced: мыло воск для бровей | spellerFail: мыло воск для хилвей
(проверка -> провнока) | yaSucced: проверка | spellerFail: проволока
(чечевица красная кг -> чечевиув крвсеая кг) | yaSucced: чечевица красная кг | spellerFail: чечевица крвска кг
